customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01485,Female,0,No,Yes,27,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,18.0,410.0,No
CUST-01486,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,18.0,1220.43,Yes
CUST-01487,Female,0,Yes,No,6,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer,74.32,423.78,Yes
CUST-01488,Male,0,No,No,5,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.2,338.97,Yes
CUST-01489,Male,1,No,No,27,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,70.63,1964.47,Yes
CUST-01490,Female,0,No,No,19,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,79.68,1463.92,Yes
CUST-01491,Male,1,No,Yes,34,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,20.62,764.3,No
CUST-01492,Male,0,Yes,No,50,Yes,No,DSL,No internet service,No,Month-to-month,No,Mailed check,40.8,2027.24,No
CUST-01493,Male,0,Yes,No,44,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card,77.69,3470.92,Yes
CUST-01494,Female,1,No,No,72,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card,87.08,6264.13,No
CUST-01495,Male,0,No,Yes,16,Yes,No,Fiber optic,No,No,One year,No,Electronic check,57.29,834.91,Yes
CUST-01496,Male,1,No,No,7,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,22.03,92.13,No
CUST-01497,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,75.2,1866.96,Yes
CUST-01498,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,66.53,116.43,No
CUST-01499,Male,0,No,No,10,Yes,No,No,No,Yes,Two year,No,Bank transfer,33.25,358.99,No
CUST-01500,Female,0,No,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,18.0,167.0,Yes
CUST-01501,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,82.14,1240.08,Yes
CUST-01502,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,46.48,125.2,Yes
CUST-01503,Male,1,Yes,Yes,1,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,70.6,65.95,Yes
CUST-01504,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,69.49,2397.1,Yes
CUST-01505,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,30.59,938.2,No
CUST-01506,Male,0,No,No,39,Yes,Yes,DSL,Yes,No,One year,No,Electronic check,77.54,3003.37,No
CUST-01507,Male,0,No,Yes,34,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,39.21,1262.42,Yes
CUST-01508,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,One year,Yes,Bank transfer,20.14,60.49,No
CUST-01509,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,One year,No,Bank transfer,18.0,191.53,Yes
CUST-01510,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Mailed check,64.9,218.59,Yes
CUST-01511,Male,0,No,No,59,Yes,No,Fiber optic,No,No,One year,Yes,Bank transfer,112.82,6762.27,Yes
CUST-01512,Female,0,No,No,43,No,No,Fiber optic,No internet service,Yes,Two year,No,Electronic check,66.23,2856.54,No
CUST-01513,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,118.49,796.93,No
CUST-01514,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,108.46,1381.98,Yes
CUST-01515,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,80.49,5836.9,Yes
CUST-01516,Male,0,No,No,28,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,112.23,3201.89,Yes
CUST-01517,Female,0,No,No,51,Yes,Yes,DSL,No,No,Two year,No,Electronic check,108.84,5581.69,No
CUST-01518,Female,0,Yes,No,9,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,100.36,954.06,Yes
CUST-01519,Male,0,No,Yes,7,Yes,No,Fiber optic,No internet service,Yes,Two year,Yes,Credit card,18.0,64.08,Yes
CUST-01520,Male,0,No,No,49,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,57.9,2834.83,No
CUST-01521,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No internet service,Yes,Two year,No,Electronic check,44.19,1577.49,No
CUST-01522,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,100.13,3644.86,Yes
CUST-01523,Male,0,No,No,25,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,55.78,1439.36,No
CUST-01524,Female,0,Yes,No,26,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,117.57,3007.33,No
CUST-01525,Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,68.05,2828.13,No
CUST-01526,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,64.16,593.42,No
CUST-01527,Female,1,No,Yes,13,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,53.64,708.59,Yes
CUST-01528,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Mailed check,59.46,3859.86,Yes
CUST-01529,Female,0,Yes,No,11,Yes,No,DSL,No,No internet service,Month-to-month,No,Electronic check,73.06,805.57,Yes
CUST-01530,Female,0,No,No,25,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,63.02,1559.16,Yes
CUST-01531,Female,0,No,No,38,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,51.05,2031.54,No
CUST-01532,Female,1,Yes,No,72,Yes,No,DSL,No,No,One year,Yes,Credit card,52.83,3851.75,No
CUST-01533,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,119.63,2146.15,Yes
CUST-01534,Male,0,Yes,Yes,17,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,120.0,1963.49,Yes
CUST-01535,Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,50.88,2917.18,Yes
CUST-01536,Female,0,Yes,No,52,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card,90.47,4623.54,Yes
CUST-01537,Female,0,Yes,Yes,42,Yes,No,DSL,Yes,No,One year,No,Bank transfer,40.17,1709.05,No
CUST-01538,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,55.2,1040.6,Yes
CUST-01539,Male,0,Yes,Yes,12,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,32.37,450.03,Yes
CUST-01540,Female,0,No,No,30,Yes,No,DSL,No,No,One year,Yes,Electronic check,95.6,2903.84,No
CUST-01541,Male,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,79.54,5138.16,No
CUST-01542,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,One year,Yes,Electronic check,85.26,5756.61,No
CUST-01543,Male,0,Yes,No,3,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,91.65,191.03,Yes
CUST-01544,Female,0,No,No,17,Yes,No,Fiber optic,No,No internet service,Two year,No,Mailed check,38.91,641.37,No
CUST-01545,Male,1,Yes,No,19,No,No,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,55.27,1065.65,Yes
CUST-01546,Male,1,No,No,72,Yes,No,Fiber optic,No internet service,No,Two year,No,Mailed check,78.36,5645.69,Yes
CUST-01547,Male,0,No,No,36,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,54.63,1965.8,No
CUST-01548,Female,1,Yes,Yes,16,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,67.08,1014.61,Yes
CUST-01549,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,41.01,156.54,Yes
CUST-01550,Male,0,No,Yes,26,Yes,No,No,No,No,Two year,No,Electronic check,104.89,2734.77,No
CUST-01551,Male,0,Yes,No,3,No,No,Fiber optic,No,No,One year,Yes,Credit card,93.16,358.08,Yes
CUST-01552,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,102.11,5861.12,No
CUST-01553,Female,0,No,No,44,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Bank transfer,84.77,3760.36,Yes
CUST-01554,Male,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,32.18,641.95,Yes
CUST-01555,Female,1,No,Yes,17,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,50.61,832.61,No
CUST-01556,Male,1,No,No,72,Yes,No,Fiber optic,No internet service,No,One year,Yes,Electronic check,43.95,3134.89,No
CUST-01557,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,57.28,567.79,Yes
CUST-01558,Female,0,Yes,No,9,Yes,No phone service,Fiber optic,No internet service,Yes,Two year,Yes,Mailed check,96.73,862.43,Yes
CUST-01559,Male,0,No,No,72,Yes,No,No,No internet service,No,Two year,No,Electronic check,20.82,1376.43,No
CUST-01560,Female,0,No,No,53,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,47.49,2516.19,No
CUST-01561,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,53.17,2899.73,Yes
CUST-01562,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No internet service,No,One year,Yes,Electronic check,25.58,88.36,Yes
CUST-01563,Male,0,Yes,Yes,4,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Electronic check,71.14,231.09,No
CUST-01564,Male,0,No,No,1,Yes,No,DSL,No,No internet service,Two year,Yes,Credit card,54.74,57.99,Yes
CUST-01565,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card,98.35,807.36,Yes
CUST-01566,Male,0,Yes,No,47,Yes,Yes,No,No,No internet service,One year,No,Mailed check,56.75,2658.89,No
CUST-01567,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,78.77,647.44,Yes
CUST-01568,Male,0,No,No,41,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer,68.45,2813.1,No
CUST-01569,Male,1,No,No,9,Yes,No phone service,No,No,No,Month-to-month,No,Electronic check,18.0,142.77,Yes
CUST-01570,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,No,One year,Yes,Electronic check,21.95,349.43,No
CUST-01571,Female,0,No,Yes,72,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Electronic check,76.51,5507.16,Yes
CUST-01572,Female,0,Yes,Yes,8,Yes,Yes,No,No,No,One year,No,Bank transfer,75.14,602.25,Yes
CUST-01573,Male,0,Yes,Yes,15,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,62.94,936.65,No
CUST-01574,Female,0,No,Yes,11,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Mailed check,104.9,1170.95,Yes
CUST-01575,Female,1,No,Yes,3,Yes,No,DSL,No internet service,No,Month-to-month,No,Electronic check,80.3,288.29,Yes
CUST-01576,Female,0,Yes,Yes,21,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,112.11,2376.05,No
CUST-01577,Male,1,No,Yes,15,Yes,No,No,No,No,One year,Yes,Credit card,18.0,154.56,No
CUST-01578,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,One year,Yes,Mailed check,117.02,4260.41,No
CUST-01579,Male,1,No,No,54,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,46.79,2556.26,Yes
CUST-01580,Female,1,No,No,25,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,65.75,1603.01,No
CUST-01581,Female,1,Yes,No,1,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Mailed check,100.6,159.3,No
CUST-01582,Male,0,Yes,No,30,No,No phone service,Fiber optic,No internet service,No,One year,Yes,Electronic check,18.0,466.1,No
CUST-01583,Female,0,Yes,Yes,1,Yes,No,DSL,No internet service,No internet service,Month-to-month,No,Credit card,57.4,98.66,No
CUST-01584,Male,0,Yes,Yes,30,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer,95.26,2814.07,No
CUST-01585,Male,0,Yes,No,36,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Credit card,46.49,1729.77,Yes
CUST-01586,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Credit card,92.41,609.94,Yes
CUST-01587,Male,0,No,No,54,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,85.29,4557.31,Yes
CUST-01588,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,70.08,5049.79,Yes
CUST-01589,Female,0,Yes,No,53,Yes,No,DSL,Yes,No internet service,One year,Yes,Electronic check,82.97,4324.04,Yes
CUST-01590,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No internet service,No,One year,No,Credit card,103.84,1094.84,Yes
CUST-01591,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,Two year,Yes,Bank transfer,83.08,2369.65,No
CUST-01592,Female,1,No,No,72,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.87,6759.23,No
CUST-01593,Male,0,No,No,12,Yes,No,No,No internet service,No,Month-to-month,No,Credit card,38.56,451.37,No
CUST-01594,Female,1,No,No,54,Yes,Yes,Fiber optic,No,No,One year,No,Bank transfer,82.46,4428.07,Yes
CUST-01595,Male,1,No,Yes,1,Yes,No,Fiber optic,No internet service,Yes,One year,Yes,Credit card,79.68,3.51,Yes
CUST-01596,Female,0,No,Yes,1,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,98.72,130.45,Yes
CUST-01597,Male,0,No,No,45,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,30.26,1339.6,No
CUST-01598,Male,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,97.21,4313.93,No
CUST-01599,Male,1,Yes,No,49,Yes,Yes,DSL,No internet service,No,Two year,No,Mailed check,38.63,1906.76,Yes
CUST-01600,Male,0,Yes,Yes,72,Yes,No,DSL,No,No internet service,Month-to-month,No,Mailed check,120.0,8574.05,Yes
CUST-01601,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,38.35,161.01,Yes
CUST-01602,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,30.0,220.4,Yes
CUST-01603,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,56.28,4061.76,No
CUST-01604,Female,0,Yes,No,6,Yes,No,DSL,No,No internet service,Month-to-month,No,Electronic check,96.45,506.06,Yes
CUST-01605,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,75.65,2733.31,Yes
CUST-01606,Male,0,No,No,24,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Electronic check,115.39,2680.52,No
CUST-01607,Female,0,No,No,2,Yes,No,DSL,No,No,Two year,Yes,Mailed check,55.99,125.54,No
CUST-01608,Male,1,No,No,10,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,50.3,498.53,Yes
CUST-01609,Male,0,No,No,23,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,42.97,894.63,No
CUST-01610,Male,1,No,No,61,Yes,No,Fiber optic,No,Yes,Two year,Yes,Credit card,49.21,3001.14,No
CUST-01611,Male,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,One year,No,Electronic check,23.08,935.04,No
CUST-01612,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card,45.54,1389.54,No
CUST-01613,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,28.69,537.44,Yes
CUST-01614,Female,1,Yes,Yes,11,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,86.57,930.81,Yes
CUST-01615,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,One year,No,Mailed check,109.41,324.3,Yes
CUST-01616,Female,0,Yes,No,16,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,71.65,1162.21,No
CUST-01617,Male,1,No,No,1,Yes,No,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer,44.78,82.38,No
CUST-01618,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,One year,Yes,Electronic check,87.33,587.85,Yes
CUST-01619,Female,0,Yes,Yes,18,Yes,No,DSL,No internet service,No,One year,No,Credit card,63.82,1135.85,No
CUST-01620,Female,0,No,Yes,17,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,95.45,1678.3,Yes
CUST-01621,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,36.64,113.55,Yes
CUST-01622,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,38.72,1120.7,No
CUST-01623,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No internet service,Two year,No,Bank transfer,86.78,2118.79,No
CUST-01624,Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,64.39,190.61,No
CUST-01625,Male,0,No,No,72,Yes,Yes,DSL,No internet service,Yes,One year,No,Electronic check,92.81,6713.17,No
CUST-01626,Female,0,No,No,3,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,39.24,129.61,Yes
CUST-01627,Female,0,No,No,61,Yes,No,No,No,Yes,Month-to-month,No,Credit card,78.01,4774.12,No
CUST-01628,Female,1,Yes,No,1,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer,81.39,134.77,Yes
CUST-01629,Female,0,No,No,68,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card,18.89,1191.51,No
CUST-01630,Male,0,No,No,1,Yes,No,DSL,No,No internet service,One year,Yes,Credit card,64.9,57.31,No
CUST-01631,Female,0,No,No,45,Yes,No,DSL,No internet service,No,Month-to-month,No,Mailed check,18.0,753.07,No
CUST-01632,Female,1,Yes,Yes,14,No,No phone service,DSL,No,No internet service,One year,Yes,Mailed check,109.1,1547.93,No
CUST-01633,Female,0,Yes,Yes,42,Yes,Yes,DSL,No internet service,No,One year,No,Mailed check,25.47,1028.91,No
CUST-01634,Male,0,No,No,16,No,No phone service,Fiber optic,No internet service,Yes,Two year,No,Mailed check,59.33,1103.59,No
CUST-01635,Male,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,64.85,167.31,Yes
CUST-01636,Male,0,Yes,No,46,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,36.14,1604.21,No
CUST-01637,Female,0,No,No,2,No,No,DSL,No,No internet service,Month-to-month,No,Electronic check,120.0,287.92,Yes
CUST-01638,Male,0,No,Yes,72,Yes,Yes,No,No,No internet service,Two year,No,Mailed check,44.25,3165.54,No
CUST-01639,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Two year,No,Credit card,56.91,61.51,No
CUST-01640,Male,0,No,No,20,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,44.32,879.31,No
CUST-01641,Female,1,No,No,41,Yes,No phone service,DSL,Yes,No,Two year,Yes,Credit card,44.06,1715.12,No
CUST-01642,Female,0,No,No,15,No,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,61.73,895.74,Yes
CUST-01643,Male,0,No,No,7,Yes,No,DSL,No internet service,Yes,One year,No,Credit card,86.09,546.26,No
CUST-01644,Male,1,No,No,45,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,69.8,3020.33,Yes
CUST-01645,Male,1,No,No,49,No,Yes,DSL,No internet service,No,One year,No,Bank transfer,42.24,2043.24,No
CUST-01646,Male,0,No,No,72,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,64.81,4653.26,No
CUST-01647,Male,0,Yes,No,15,Yes,No,Fiber optic,No internet service,No,Two year,No,Electronic check,23.99,286.37,Yes
CUST-01648,Female,0,No,No,22,No,Yes,Fiber optic,No internet service,No,One year,Yes,Electronic check,100.5,2264.93,No
CUST-01649,Male,0,No,Yes,14,Yes,No,DSL,No,No,One year,No,Mailed check,49.82,716.08,No
CUST-01650,Male,0,Yes,Yes,9,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,51.43,468.0,Yes
CUST-01651,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Mailed check,18.0,817.72,No
CUST-01652,Female,0,No,No,13,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,49.8,674.72,Yes
CUST-01653,Female,0,No,Yes,17,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,115.47,1976.35,Yes
CUST-01654,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,83.35,1410.84,No
CUST-01655,Female,0,No,No,39,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,98.27,3727.78,Yes
CUST-01656,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,One year,No,Electronic check,68.5,4958.61,No
CUST-01657,Female,0,Yes,Yes,35,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,18.0,611.3,No
CUST-01658,Male,0,Yes,Yes,20,Yes,No,No,No,No,Month-to-month,Yes,Credit card,67.09,1411.8,No
CUST-01659,Male,0,No,Yes,48,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,71.04,3428.34,No
CUST-01660,Male,1,No,No,32,Yes,No,DSL,No,No,One year,Yes,Bank transfer,91.87,2934.16,No
CUST-01661,Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,63.9,199.89,Yes
CUST-01662,Male,0,No,No,3,Yes,No phone service,Fiber optic,No,No,Two year,No,Bank transfer,41.85,116.4,No
CUST-01663,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,62.02,82.96,Yes
CUST-01664,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No internet service,No,Two year,No,Electronic check,54.73,1008.39,Yes
CUST-01665,Female,0,Yes,No,55,Yes,No,DSL,No,No,Two year,Yes,Electronic check,80.71,4445.63,No
CUST-01666,Male,1,No,Yes,12,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,62.09,848.35,No
CUST-01667,Female,0,Yes,Yes,15,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,35.3,572.52,No
CUST-01668,Male,1,No,No,72,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,82.01,5926.03,Yes
CUST-01669,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,42.83,2415.45,No
CUST-01670,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,55.52,2061.09,No
CUST-01671,Female,0,No,No,9,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,51.08,398.68,Yes
CUST-01672,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No,Two year,No,Credit card,72.12,219.92,Yes
CUST-01673,Female,1,No,No,1,No,No,Fiber optic,No,No,Two year,Yes,Credit card,23.86,46.94,No
CUST-01674,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,One year,Yes,Electronic check,65.96,229.45,Yes
CUST-01675,Female,1,No,No,11,Yes,No phone service,No,No internet service,No,Month-to-month,No,Electronic check,97.41,1036.2,Yes
CUST-01676,Male,0,No,No,25,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,67.87,1730.28,No
CUST-01677,Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,44.98,28.59,Yes
CUST-01678,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,54.03,299.02,Yes
CUST-01679,Female,0,No,No,6,Yes,No,DSL,Yes,No,One year,No,Credit card,73.87,379.01,No
CUST-01680,Male,1,Yes,Yes,31,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,81.81,2510.17,Yes
CUST-01681,Male,0,Yes,No,30,Yes,No,No,Yes,No internet service,Two year,Yes,Electronic check,110.12,3332.16,No
CUST-01682,Male,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,One year,Yes,Electronic check,18.0,441.47,No
CUST-01683,Male,0,Yes,Yes,9,Yes,No phone service,Fiber optic,No,No internet service,Two year,Yes,Mailed check,72.9,731.9,Yes
CUST-01684,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,70.56,1050.77,No
CUST-01685,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Credit card,63.0,213.68,No
CUST-01686,Male,0,No,No,8,Yes,Yes,DSL,No,No,Two year,Yes,Electronic check,75.66,569.33,No
CUST-01687,Female,0,No,Yes,72,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,58.11,4177.65,Yes
CUST-01688,Female,0,No,No,72,Yes,No phone service,Fiber optic,No,No,One year,Yes,Electronic check,35.04,2449.85,No
CUST-01689,Female,0,No,No,33,Yes,No,DSL,No,No internet service,One year,Yes,Mailed check,71.41,2314.44,No
CUST-01690,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,84.48,6070.39,No
CUST-01691,Male,1,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,63.58,2078.52,Yes
CUST-01692,Female,0,No,Yes,1,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,96.78,118.02,Yes
CUST-01693,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,57.88,4153.87,No
CUST-01694,Male,1,Yes,No,3,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer,78.82,198.52,Yes
CUST-01695,Male,0,No,Yes,36,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,18.0,686.22,Yes
CUST-01696,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,120.0,1051.12,Yes
CUST-01697,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,58.17,906.57,No
CUST-01698,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,Two year,Yes,Credit card,50.35,1687.43,No
CUST-01699,Male,0,No,No,18,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.03,1079.89,No
CUST-01700,Male,0,Yes,No,9,Yes,Yes,DSL,No,No internet service,Two year,Yes,Electronic check,36.54,286.08,Yes
