location,date,new_cases,new_deaths,total_cases,people_vaccinated_per_hundred
India,2022-06-01,7602,47,14821246,77.1450146746196
India,2022-06-02,8355,60,14829601,74.5792596828779
India,2022-06-03,7285,68,14836886,71.06728682124799
India,2022-06-04,9812,72,14846698,75.29539865045355
India,2022-06-05,9599,133,14856297,74.44637340022216
India,2022-06-06,8998,118,14865295,76.8260004405486
India,2022-06-07,10927,137,14876222,75.5651599009766
India,2022-06-08,13043,160,14889265,74.71991429611552
India,2022-06-09,12944,87,14902209,77.34694771497065
India,2022-06-10,13028,187,14915237,75.06062331498869
India,2022-06-11,13509,178,14928746,73.69728621241634
India,2022-06-12,13428,180,14942174,72.01612770705725
India,2022-06-13,14003,152,14956177,78.40442988927047
India,2022-06-14,11719,124,14967896,75.15685879803729
India,2022-06-15,14805,168,14982701,75.76231676976556
India,2022-06-16,13302,127,14996003,75.9561799932549
India,2022-06-17,13727,178,15009730,73.2989590915814
India,2022-06-18,14138,174,15023868,72.19898407945011
India,2022-06-19,12318,105,15036186,75.88920533644028
India,2022-06-20,13706,69,15049892,77.90962128998349
India,2022-06-21,12183,177,15062075,76.29656086768772
India,2022-06-22,11039,71,15073114,72.78738363754331
India,2022-06-23,13011,194,15086125,74.25433369581647
India,2022-06-24,10768,131,15096893,70.81175874467245
India,2022-06-25,11366,101,15108259,76.86518166374618
India,2022-06-26,12382,62,15120641,73.49818890043977
India,2022-06-27,8138,105,15128779,77.52516820685436
India,2022-06-28,9365,91,15138144,73.32847572995819
India,2022-06-29,7823,84,15145967,75.36910260639408
India,2022-06-30,9816,108,15155783,78.77322929217883
India,2022-07-01,11638,89,15167421,79.18505389840237
India,2022-07-02,11000,63,15178421,80.62481724348527
India,2022-07-03,11740,150,15190161,77.09354390134546
India,2022-07-04,14510,147,15204671,79.36406890008786
India,2022-07-05,12116,100,15216787,77.61268108144057
India,2022-07-06,13503,97,15230290,77.72951420873594
India,2022-07-07,18134,271,15248424,79.26162336910956
India,2022-07-08,16817,154,15265241,79.15351613238614
India,2022-07-09,19201,118,15284442,79.16419540693722
India,2022-07-10,19743,174,15304185,77.39155223765637
India,2022-07-11,21501,147,15325686,81.08648705654437
India,2022-07-12,16720,87,15342406,75.65105894646656
India,2022-07-13,19602,156,15362008,74.4631212688743
India,2022-07-14,21333,286,15383341,77.61010958314208
India,2022-07-15,20706,198,15404047,76.93459832067617
India,2022-07-16,18208,105,15422255,77.89671168966983
India,2022-07-17,19943,186,15442198,81.5445031933395
India,2022-07-18,21324,140,15463522,79.55621837225203
India,2022-07-19,18083,226,15481605,78.60358379963893
India,2022-07-20,19943,113,15501548,78.24301002280343
India,2022-07-21,18817,143,15520365,77.59265249964606
India,2022-07-22,19054,142,15539419,77.557773809423
India,2022-07-23,19369,183,15558788,76.3936420986393
India,2022-07-24,16406,92,15575194,77.97196092348483
India,2022-07-25,12634,107,15587828,79.7680907927221
India,2022-07-26,16108,170,15603936,78.17466211583081
India,2022-07-27,12352,152,15616288,76.94189464530741
India,2022-07-28,12166,129,15628454,79.13411103477621
India,2022-07-29,13739,152,15642193,77.92871703540503
India,2022-07-30,10719,69,15652912,77.3694703115169
India,2022-07-31,9836,132,15662748,76.37949512597123
India,2022-08-01,4651,28,15667399,86.32636470023965
India,2022-08-02,4679,26,15672078,82.38621121452628
India,2022-08-03,5048,29,15677126,84.62300962518704
India,2022-08-04,4511,30,15681637,75.15729903301079
India,2022-08-05,5290,48,15686927,85.0200185786
India,2022-08-06,6337,35,15693264,85.1149909394234
India,2022-08-07,7179,68,15700443,81.11402627274211
India,2022-08-08,6192,41,15706635,79.4016159866995
India,2022-08-09,7642,77,15714277,79.46327010537186
India,2022-08-10,7369,101,15721646,80.49529299574742
India,2022-08-11,7163,68,15728809,82.02283100185991
India,2022-08-12,8156,84,15736965,80.84432560597439
India,2022-08-13,7128,82,15744093,80.98920524727693
India,2022-08-14,7599,96,15751692,83.29689141839351
India,2022-08-15,6782,87,15758474,81.40130360791137
India,2022-08-16,9193,119,15767667,83.1600961314293
India,2022-08-17,8484,87,15776151,80.61635708358672
India,2022-08-18,8264,106,15784415,79.30728669001826
India,2022-08-19,8405,118,15792820,80.14448862590649
India,2022-08-20,7536,51,15800356,80.192703073516
India,2022-08-21,7781,50,15808137,82.52180948631381
India,2022-08-22,8714,50,15816851,78.86493417149146
India,2022-08-23,7285,73,15824136,81.4824762753107
India,2022-08-24,6848,101,15830984,81.90474359249947
India,2022-08-25,7340,48,15838324,83.864684062435
India,2022-08-26,6165,40,15844489,82.97145999135972
India,2022-08-27,5962,61,15850451,80.46617057597136
India,2022-08-28,5948,34,15856399,81.65159263316433
India,2022-08-29,4682,63,15861081,82.19288467912135
India,2022-08-30,4913,59,15865994,83.63519507121592
India,2022-08-31,4210,55,15870204,77.0894471473798
India,2022-09-01,1981,19,15872185,82.78435602581114
India,2022-09-02,3074,20,15875259,85.98537707782559
India,2022-09-03,4027,24,15879286,85.09346713640277
India,2022-09-04,3655,30,15882941,83.17858268179516
India,2022-09-05,4995,57,15887936,83.35535906157732
India,2022-09-06,3771,50,15891707,86.48770586517263
India,2022-09-07,4957,56,15896664,83.95160878721816
India,2022-09-08,5186,42,15901850,82.41986734972944
India,2022-09-09,5006,33,15906856,84.40231931174569
India,2022-09-10,5234,69,15912090,85.04852935528633
India,2022-09-11,6016,71,15918106,81.3080406395065
India,2022-09-12,4811,34,15922917,84.25169393923872
India,2022-09-13,6099,83,15929016,84.35916356387919
India,2022-09-14,6281,73,15935297,85.33492156327863
India,2022-09-15,6180,72,15941477,83.51748469076291
India,2022-09-16,5536,52,15947013,84.30027223274277
India,2022-09-17,6514,68,15953527,83.75923767209281
India,2022-09-18,6055,36,15959582,83.8731078721117
India,2022-09-19,5596,69,15965178,83.81893343539168
India,2022-09-20,5634,76,15970812,84.84336893652889
India,2022-09-21,5844,73,15976656,83.48090664483216
India,2022-09-22,5853,45,15982509,82.94648913469003
India,2022-09-23,5405,32,15987914,87.67636735359025
India,2022-09-24,4102,45,15992016,83.40746511298224
India,2022-09-25,4257,52,15996273,81.86439415684161
India,2022-09-26,4705,51,16000978,85.79827142737498
India,2022-09-27,4170,53,16005148,83.66235655361997
India,2022-09-28,3966,59,16009114,83.06579318641845
India,2022-09-29,3657,20,16012771,86.32375660521637
India,2022-09-30,3480,21,16016251,86.32701753590997
India,2022-10-01,2890,39,16019141,88.0021883398797
India,2022-10-02,3014,28,16022155,92.37506873139392
India,2022-10-03,2741,34,16024896,83.33873420628709
India,2022-10-04,3602,33,16028498,87.46001904752568
India,2022-10-05,4130,45,16032628,89.62982890716809
India,2022-10-06,3307,33,16035935,88.5657404871627
India,2022-10-07,3829,37,16039764,85.31350680936761
India,2022-10-08,4298,47,16044062,87.28667833521246
India,2022-10-09,4329,49,16048391,90.39010208086151
India,2022-10-10,4434,38,16052825,86.6312866985658
India,2022-10-11,4376,28,16057201,86.92592640590317
India,2022-10-12,4656,32,16061857,82.86429054712802
India,2022-10-13,4242,29,16066099,88.5201119273792
India,2022-10-14,4838,24,16070937,87.01373650987807
India,2022-10-15,4847,63,16075784,85.49568718881883
India,2022-10-16,5188,41,16080972,92.46173446644714
India,2022-10-17,4932,28,16085904,88.34268015290093
India,2022-10-18,4616,39,16090520,87.53732285336754
India,2022-10-19,5350,53,16095870,87.04262329734388
India,2022-10-20,4684,41,16100554,85.69420645517688
India,2022-10-21,4023,56,16104577,83.83172811398902
India,2022-10-22,4930,39,16109507,90.06264748915893
India,2022-10-23,4283,32,16113790,87.2935860239711
India,2022-10-24,4369,51,16118159,85.77045426968617
India,2022-10-25,4021,38,16122180,85.21761554916942
India,2022-10-26,3572,32,16125752,86.38623770262525
India,2022-10-27,3660,21,16129412,87.15370376591754
India,2022-10-28,3690,43,16133102,86.66338353207585
India,2022-10-29,2812,30,16135914,89.82186475949254
India,2022-10-30,3085,42,16138999,88.5178772002439
India,2022-10-31,2507,35,16141506,87.7230070504122
India,2022-11-01,3532,22,16145038,88.51043158654694
India,2022-11-02,3847,30,16148885,89.58376628545491
India,2022-11-03,5727,31,16154612,89.02869764781866
India,2022-11-04,4671,39,16159283,87.94464971814809
India,2022-11-05,5402,72,16164685,92.57464878030429
India,2022-11-06,4888,57,16169573,93.55062178521902
India,2022-11-07,5028,64,16174601,87.81082692089414
India,2022-11-08,6621,87,16181222,89.4999069708021
India,2022-11-09,5082,54,16186304,88.61362634552717
India,2022-11-10,7061,85,16193365,86.67501602392865
India,2022-11-11,5978,39,16199343,92.96404498723157
India,2022-11-12,6078,84,16205421,89.57015793942253
India,2022-11-13,6288,33,16211709,89.13968672881633
India,2022-11-14,7657,64,16219366,92.79136762157991
India,2022-11-15,6896,55,16226262,88.5724922874587
India,2022-11-16,7540,65,16233802,93.23116564709646
India,2022-11-17,8040,51,16241842,89.0758079626972
India,2022-11-18,6658,66,16248500,89.97109545824344
India,2022-11-19,6771,36,16255271,90.81851677519448
India,2022-11-20,6647,43,16261918,89.25997794023574
India,2022-11-21,5520,77,16267438,89.29002543177343
India,2022-11-22,6721,74,16274159,89.33236102048798
India,2022-11-23,5238,44,16279397,87.02744594009941
India,2022-11-24,5173,54,16284570,90.28588618952742
India,2022-11-25,6438,85,16291008,90.50090481545556
India,2022-11-26,4241,32,16295249,88.91465240053196
India,2022-11-27,4217,61,16299466,88.26992154730202
India,2022-11-28,3473,37,16302939,91.49582051223507
India,2022-11-29,4131,46,16307070,87.7836709376184
India,2022-11-30,2448,36,16309518,89.42799155623977
India,2022-12-01,4710,50,16314228,94.7989299422965
India,2022-12-02,4069,36,16318297,93.99339844647304
India,2022-12-03,5384,56,16323681,91.86458843156262
India,2022-12-04,6029,62,16329710,93.93538634353087
India,2022-12-05,6014,77,16335724,93.5602427779389
India,2022-12-06,7131,102,16342855,92.26077932791273
India,2022-12-07,6980,103,16349835,90.65481678229452
India,2022-12-08,8241,89,16358076,92.89721255282302
India,2022-12-09,6718,47,16364794,91.31451481997011
India,2022-12-10,7629,77,16372423,95.0
India,2022-12-11,10274,140,16382697,92.46056293688532
India,2022-12-12,8500,112,16391197,93.57110814971531
India,2022-12-13,9018,131,16400215,95.0
India,2022-12-14,8714,117,16408929,92.69745343269298
India,2022-12-15,9787,136,16418716,92.59109004062955
India,2022-12-16,9421,106,16428137,87.11922273067144
India,2022-12-17,10403,127,16438540,92.51717117915959
India,2022-12-18,8391,67,16446931,93.81410457424907
India,2022-12-19,9681,75,16456612,91.93688612551388
India,2022-12-20,9406,74,16466018,94.02617084019458
India,2022-12-21,8910,57,16474928,94.43131648951578
India,2022-12-22,8895,103,16483823,94.50858265962715
India,2022-12-23,8479,94,16492302,93.8993118132517
India,2022-12-24,7742,44,16500044,91.23625069754456
India,2022-12-25,6250,35,16506294,89.73488319401581
India,2022-12-26,6500,85,16512794,92.38407694072193
India,2022-12-27,6705,53,16519499,94.21721488471348
India,2022-12-28,6275,81,16525774,91.36582273786362
India,2022-12-29,5718,32,16531492,93.16502539864638
India,2022-12-30,4248,31,16535740,91.47455044286757
India,2022-12-31,5583,79,16541323,91.74018949056318
United Kingdom,2022-01-01,101944,837,101944,59.612347722454395
United Kingdom,2022-01-02,76917,877,178861,59.734966640916205
United Kingdom,2022-01-03,108979,934,287840,60.55475387591638
United Kingdom,2022-01-04,104635,1453,392475,60.670074250524934
United Kingdom,2022-01-05,82011,890,474486,60.36769908950739
United Kingdom,2022-01-06,124332,1470,598818,60.378184987678104
United Kingdom,2022-01-07,153036,2023,751854,58.05290760059106
United Kingdom,2022-01-08,152030,1550,903884,62.73941755593956
United Kingdom,2022-01-09,160882,1241,1064766,58.982072748585004
United Kingdom,2022-01-10,134769,854,1199535,59.94383226881404
United Kingdom,2022-01-11,158831,1983,1358366,60.304709744067445
United Kingdom,2022-01-12,161785,1255,1520151,60.03075796274421
United Kingdom,2022-01-13,169676,2272,1689827,60.31038136771796
United Kingdom,2022-01-14,164765,991,1854592,62.25117554208069
United Kingdom,2022-01-15,159581,2142,2014173,58.36148428055701
United Kingdom,2022-01-16,194679,2709,2208852,58.67255924604058
United Kingdom,2022-01-17,192137,1685,2400989,59.72525642320121
United Kingdom,2022-01-18,178018,1580,2579007,63.96338361280006
United Kingdom,2022-01-19,197614,996,2776621,61.852430804483184
United Kingdom,2022-01-20,181918,2121,2958539,58.36719202779792
United Kingdom,2022-01-21,172079,1373,3130618,60.394631414811194
United Kingdom,2022-01-22,169305,1937,3299923,59.430633928654835
United Kingdom,2022-01-23,159161,2318,3459084,59.09962147029718
United Kingdom,2022-01-24,114443,1096,3573527,60.033781432484965
United Kingdom,2022-01-25,140695,1223,3714222,57.558575148171684
United Kingdom,2022-01-26,159199,2149,3873421,59.35981603811122
United Kingdom,2022-01-27,142636,1386,4016057,57.72233376443846
United Kingdom,2022-01-28,121560,1431,4137617,60.730250823966024
United Kingdom,2022-01-29,94568,602,4232185,61.635779316050055
United Kingdom,2022-01-30,126470,1031,4358655,61.620124608105385
United Kingdom,2022-01-31,81977,994,4440632,63.28534590651193
United Kingdom,2022-02-01,33499,263,4474131,62.70355424481646
United Kingdom,2022-02-02,33309,203,4507440,62.67441418785541
United Kingdom,2022-02-03,30663,409,4538103,63.23803681210795
United Kingdom,2022-02-04,42045,417,4580148,61.01130125078298
United Kingdom,2022-02-05,50651,554,4630799,58.180223665786386
United Kingdom,2022-02-06,49690,727,4680489,62.474218341583466
United Kingdom,2022-02-07,63256,513,4743745,63.432633763137
United Kingdom,2022-02-08,59200,604,4802945,64.43637145141587
United Kingdom,2022-02-09,56673,433,4859618,63.38446952839046
United Kingdom,2022-02-10,60548,513,4920166,66.09804030299037
United Kingdom,2022-02-11,66922,986,4987088,60.29710847021606
United Kingdom,2022-02-12,64077,820,5051165,63.487906395817
United Kingdom,2022-02-13,52362,420,5103527,61.12742273518646
United Kingdom,2022-02-14,64258,801,5167785,59.713622377691664
United Kingdom,2022-02-15,61385,894,5229170,62.9176610461749
United Kingdom,2022-02-16,64904,949,5294074,63.46140181143737
United Kingdom,2022-02-17,63115,457,5357189,61.699966662659094
United Kingdom,2022-02-18,61225,687,5418414,62.36456980648753
United Kingdom,2022-02-19,63826,412,5482240,65.82598951125367
United Kingdom,2022-02-20,62609,556,5544849,65.28029807704253
United Kingdom,2022-02-21,51825,438,5596674,64.6971240689515
United Kingdom,2022-02-22,54264,526,5650938,63.932716748892666
United Kingdom,2022-02-23,54479,306,5705417,64.23985266479161
United Kingdom,2022-02-24,45448,288,5750865,67.17907744338955
United Kingdom,2022-02-25,46798,347,5797663,64.16914525589914
United Kingdom,2022-02-26,53756,309,5851419,63.01359968911999
United Kingdom,2022-02-27,44107,423,5895526,61.76472678121151
United Kingdom,2022-02-28,24637,134,5920163,66.06686740259265
United Kingdom,2022-03-01,18389,130,5938552,63.53571534037034
United Kingdom,2022-03-02,19617,286,5958169,67.17710653954144
United Kingdom,2022-03-03,22970,174,5981139,66.66368772651703
United Kingdom,2022-03-04,30841,176,6011980,63.27365199081438
United Kingdom,2022-03-05,26987,186,6038967,66.08275810517169
United Kingdom,2022-03-06,29515,371,6068482,66.0382955548315
United Kingdom,2022-03-07,29596,360,6098078,63.5133521431878
United Kingdom,2022-03-08,33564,391,6131642,63.41345408425767
United Kingdom,2022-03-09,33476,425,6165118,63.59373479596661
United Kingdom,2022-03-10,33073,168,6198191,65.99858281084671
United Kingdom,2022-03-11,37004,269,6235195,65.58504495463225
United Kingdom,2022-03-12,32257,265,6267452,67.20903065271074
United Kingdom,2022-03-13,38244,227,6305696,67.42820699944019
United Kingdom,2022-03-14,36065,353,6341761,65.86773477074836
United Kingdom,2022-03-15,35360,278,6377121,66.6779873706185
United Kingdom,2022-03-16,40237,600,6417358,65.63755165356379
United Kingdom,2022-03-17,33889,425,6451247,62.7934790663681
United Kingdom,2022-03-18,32106,413,6483353,68.01502737967384
United Kingdom,2022-03-19,38629,331,6521982,62.84076898518825
United Kingdom,2022-03-20,33135,229,6555117,67.46152823813306
United Kingdom,2022-03-21,31418,169,6586535,66.06515115481713
United Kingdom,2022-03-22,33886,491,6620421,67.3726369139134
United Kingdom,2022-03-23,29342,316,6649763,69.96677246970343
United Kingdom,2022-03-24,37687,294,6687450,66.20871187504643
United Kingdom,2022-03-25,33745,488,6721195,65.41884979380528
United Kingdom,2022-03-26,29279,374,6750474,67.84330022384891
United Kingdom,2022-03-27,27123,191,6777597,59.05714021612324
United Kingdom,2022-03-28,22685,188,6800282,66.72726376524993
United Kingdom,2022-03-29,23574,134,6823856,66.88776046043488
United Kingdom,2022-03-30,14907,195,6838763,66.39789629359299
United Kingdom,2022-03-31,19467,232,6858230,67.91545530732402
United Kingdom,2022-04-01,7761,50,6865991,71.38501502495595
United Kingdom,2022-04-02,7854,61,6873845,71.10505788269933
United Kingdom,2022-04-03,7890,49,6881735,68.83695465379671
United Kingdom,2022-04-04,9936,55,6891671,63.88326323348579
United Kingdom,2022-04-05,8629,63,6900300,66.82834974222963
United Kingdom,2022-04-06,11863,159,6912163,70.64111083801275
United Kingdom,2022-04-07,9181,75,6921344,67.64487069532869
United Kingdom,2022-04-08,12651,86,6933995,70.1592864586453
United Kingdom,2022-04-09,13079,170,6947074,68.49692222791101
United Kingdom,2022-04-10,14298,166,6961372,65.55979489810436
United Kingdom,2022-04-11,13157,159,6974529,67.38346855671814
United Kingdom,2022-04-12,13932,150,6988461,67.86123259970374
United Kingdom,2022-04-13,14385,114,7002846,65.99383939648037
United Kingdom,2022-04-14,14933,89,7017779,70.60673009764233
United Kingdom,2022-04-15,16196,140,7033975,75.21983711201072
United Kingdom,2022-04-16,15211,146,7049186,70.99106493816616
United Kingdom,2022-04-17,14219,174,7063405,69.99548617818279
United Kingdom,2022-04-18,13373,174,7076778,70.3531960332317
United Kingdom,2022-04-19,13032,108,7089810,66.7996915340566
United Kingdom,2022-04-20,14580,154,7104390,70.87512024440953
United Kingdom,2022-04-21,13055,114,7117445,70.33748331118503
United Kingdom,2022-04-22,13171,162,7130616,67.93053350488081
United Kingdom,2022-04-23,11872,158,7142488,68.85680149628386
United Kingdom,2022-04-24,11616,85,7154104,69.90959033928476
United Kingdom,2022-04-25,12111,126,7166215,70.15041003221313
United Kingdom,2022-04-26,12537,170,7178752,69.07987279442938
United Kingdom,2022-04-27,10398,109,7189150,67.94793031466484
United Kingdom,2022-04-28,8047,109,7197197,68.44025382766796
United Kingdom,2022-04-29,7919,62,7205116,67.27444847191376
United Kingdom,2022-04-30,8153,105,7213269,70.61971568327405
United Kingdom,2022-05-01,9984,107,7223253,69.26808857759893
United Kingdom,2022-05-02,10010,78,7233263,70.72047094511173
United Kingdom,2022-05-03,9329,104,7242592,69.29465942831293
United Kingdom,2022-05-04,13447,121,7256039,70.26311794149571
United Kingdom,2022-05-05,11777,139,7267816,68.5852840848141
United Kingdom,2022-05-06,12745,111,7280561,71.67335838543221
United Kingdom,2022-05-07,14371,168,7294932,73.00356547233508
United Kingdom,2022-05-08,13155,120,7308087,73.04193633114966
United Kingdom,2022-05-09,14927,116,7323014,72.52056101316577
United Kingdom,2022-05-10,15386,227,7338400,68.6630968961779
United Kingdom,2022-05-11,16685,113,7355085,70.48300933059986
United Kingdom,2022-05-12,19259,231,7374344,70.77327837496344
United Kingdom,2022-05-13,14781,132,7389125,70.14097827961518
United Kingdom,2022-05-14,16519,162,7405644,70.67443104241127
United Kingdom,2022-05-15,16568,191,7422212,69.992085255837
United Kingdom,2022-05-16,18114,104,7440326,72.79187135125355
United Kingdom,2022-05-17,17201,189,7457527,71.4566897793479
United Kingdom,2022-05-18,20054,153,7477581,74.49551366815243
United Kingdom,2022-05-19,18881,227,7496462,69.70347342249477
United Kingdom,2022-05-20,15171,116,7511633,73.85212475562393
United Kingdom,2022-05-21,18545,268,7530178,72.5429906216513
United Kingdom,2022-05-22,16328,177,7546506,72.55358689865058
United Kingdom,2022-05-23,17625,160,7564131,74.33917998485555
United Kingdom,2022-05-24,15586,117,7579717,71.48831772619381
United Kingdom,2022-05-25,15686,141,7595403,71.87561796600137
United Kingdom,2022-05-26,13586,159,7608989,72.84090495449512
United Kingdom,2022-05-27,13333,79,7622322,71.65129148419433
United Kingdom,2022-05-28,13005,121,7635327,72.37932175412683
United Kingdom,2022-05-29,11065,135,7646392,68.78684579852265
United Kingdom,2022-05-30,10834,120,7657226,71.82648849890211
United Kingdom,2022-05-31,8049,97,7665275,73.37941561049038
United Kingdom,2022-06-01,12689,65,7677964,76.13588348615026
United Kingdom,2022-06-02,11749,90,7689713,73.61891789536747
United Kingdom,2022-06-03,17768,196,7707481,74.39839337556614
United Kingdom,2022-06-04,14594,211,7722075,75.47880900107076
United Kingdom,2022-06-05,17663,233,7739738,75.90506287271897
United Kingdom,2022-06-06,18145,127,7757883,76.48536483671944
United Kingdom,2022-06-07,21774,269,7779657,76.36267900637122
United Kingdom,2022-06-08,18564,161,7798221,75.0758756708952
United Kingdom,2022-06-09,21213,220,7819434,76.5329347362232
United Kingdom,2022-06-10,20199,281,7839633,72.23791079369245
United Kingdom,2022-06-11,24517,233,7864150,76.28237332482215
United Kingdom,2022-06-12,20392,245,7884542,76.38583724606322
United Kingdom,2022-06-13,20311,233,7904853,70.92893831436426
United Kingdom,2022-06-14,22682,214,7927535,76.7191757739596
United Kingdom,2022-06-15,22608,224,7950143,75.00818601535092
United Kingdom,2022-06-16,23053,266,7973196,77.88726400693763
United Kingdom,2022-06-17,22591,149,7995787,74.01528385201297
United Kingdom,2022-06-18,25255,331,8021042,75.68010258913777
United Kingdom,2022-06-19,22079,174,8043121,75.65995892191371
United Kingdom,2022-06-20,20879,211,8064000,73.3491789400421
United Kingdom,2022-06-21,18274,156,8082274,76.0656666015936
United Kingdom,2022-06-22,22633,182,8104907,76.09452959475594
United Kingdom,2022-06-23,18718,188,8123625,72.27325475055768
United Kingdom,2022-06-24,19588,206,8143213,73.29718713147938
United Kingdom,2022-06-25,16364,222,8159577,75.02866411968832
United Kingdom,2022-06-26,19769,268,8179346,75.96537577441842
United Kingdom,2022-06-27,16133,179,8195479,78.18180980980904
United Kingdom,2022-06-28,16617,112,8212096,73.14723774003693
United Kingdom,2022-06-29,12503,77,8224599,76.48763139700091
United Kingdom,2022-06-30,15127,153,8239726,76.83690888788483
United Kingdom,2022-07-01,14325,122,8254051,78.84993223249509
United Kingdom,2022-07-02,15996,163,8270047,77.38303442308836
United Kingdom,2022-07-03,14617,81,8284664,79.19971859967129
United Kingdom,2022-07-04,16184,116,8300848,76.87045199165811
United Kingdom,2022-07-05,21185,223,8322033,78.89007172823239
United Kingdom,2022-07-06,18473,192,8340506,74.2401512297219
United Kingdom,2022-07-07,26175,175,8366681,80.11043770266208
United Kingdom,2022-07-08,18444,252,8385125,78.00675101319432
United Kingdom,2022-07-09,27189,167,8412314,82.43840254392356
United Kingdom,2022-07-10,24640,206,8436954,78.51076751134863
United Kingdom,2022-07-11,28770,203,8465724,76.3878648825004
United Kingdom,2022-07-12,30527,215,8496251,77.53075886008517
United Kingdom,2022-07-13,22622,117,8518873,78.51914712296045
United Kingdom,2022-07-14,35811,404,8554684,75.77606594845167
United Kingdom,2022-07-15,27195,138,8581879,79.67647375914228
United Kingdom,2022-07-16,30654,409,8612533,81.51724096839027
United Kingdom,2022-07-17,30848,303,8643381,78.67669333384318
United Kingdom,2022-07-18,32458,308,8675839,76.74864542500758
United Kingdom,2022-07-19,30322,419,8706161,77.40477807576661
United Kingdom,2022-07-20,27146,241,8733307,77.87295085076929
United Kingdom,2022-07-21,27805,289,8761112,79.88139228764537
United Kingdom,2022-07-22,26273,230,8787385,78.42256738455895
United Kingdom,2022-07-23,26154,391,8813539,80.69235652725325
United Kingdom,2022-07-24,21368,153,8834907,79.23942289193228
United Kingdom,2022-07-25,21760,123,8856667,75.0581824856248
United Kingdom,2022-07-26,22117,270,8878784,73.58886788580186
United Kingdom,2022-07-27,25374,128,8904158,79.93601294988127
United Kingdom,2022-07-28,22478,221,8926636,75.72462865915037
United Kingdom,2022-07-29,20134,114,8946770,81.02601853200798
United Kingdom,2022-07-30,19116,245,8965886,80.91164464429353
United Kingdom,2022-07-31,18320,186,8984206,79.24814283023895
United Kingdom,2022-08-01,11721,131,8995927,79.27782417965285
United Kingdom,2022-08-02,10844,75,9006771,82.05766260362604
United Kingdom,2022-08-03,13736,193,9020507,81.92636959053517
United Kingdom,2022-08-04,15245,175,9035752,83.8834335219001
United Kingdom,2022-08-05,15673,177,9051425,82.88262116153497
United Kingdom,2022-08-06,16175,196,9067600,78.56575919529419
United Kingdom,2022-08-07,15792,128,9083392,79.69582222281387
United Kingdom,2022-08-08,16830,155,9100222,79.6252313758186
United Kingdom,2022-08-09,19000,130,9119222,82.8045543475733
United Kingdom,2022-08-10,20089,177,9139311,80.0413262771183
United Kingdom,2022-08-11,21234,275,9160545,83.06116117124812
United Kingdom,2022-08-12,22506,171,9183051,78.80289831838721
United Kingdom,2022-08-13,21617,178,9204668,82.10650243996957
United Kingdom,2022-08-14,20210,241,9224878,79.78086434232803
United Kingdom,2022-08-15,22688,173,9247566,78.2657243870795
United Kingdom,2022-08-16,23824,304,9271390,82.07435685525152
United Kingdom,2022-08-17,20759,122,9292149,82.16405313416945
United Kingdom,2022-08-18,20202,188,9312351,83.86946995932868
United Kingdom,2022-08-19,22264,119,9334615,77.87039445727589
United Kingdom,2022-08-20,19141,267,9353756,83.32933041700315
United Kingdom,2022-08-21,20296,284,9374052,82.4637414085766
United Kingdom,2022-08-22,19509,210,9393561,82.28925649263539
United Kingdom,2022-08-23,21030,285,9414591,82.2249375880272
United Kingdom,2022-08-24,18801,118,9433392,79.99242083179213
United Kingdom,2022-08-25,18095,232,9451487,80.73100643119653
United Kingdom,2022-08-26,14094,162,9465581,82.28106718326207
United Kingdom,2022-08-27,17433,220,9483014,83.65786663907082
United Kingdom,2022-08-28,17223,193,9500237,85.0400982138593
United Kingdom,2022-08-29,14731,159,9514968,83.0901769481695
United Kingdom,2022-08-30,16327,145,9531295,80.01571296960799
United Kingdom,2022-08-31,12992,185,9544287,78.20138765039611
United Kingdom,2022-09-01,5801,59,9550088,85.12096279760988
United Kingdom,2022-09-02,7227,79,9557315,85.77046296597798
United Kingdom,2022-09-03,7183,84,9564498,82.69381667729932
United Kingdom,2022-09-04,6837,98,9571335,86.9633268049252
United Kingdom,2022-09-05,8441,100,9579776,81.44645409573782
United Kingdom,2022-09-06,9971,77,9589747,86.68295183106176
United Kingdom,2022-09-07,9914,108,9599661,81.95605177921841
United Kingdom,2022-09-08,10555,100,9610216,82.24037129299589
United Kingdom,2022-09-09,11373,76,9621589,84.94738627346446
United Kingdom,2022-09-10,12346,165,9633935,85.70795195310444
United Kingdom,2022-09-11,10255,92,9644190,90.12389393081244
United Kingdom,2022-09-12,11712,91,9655902,81.69797183276098
United Kingdom,2022-09-13,11851,129,9667753,85.53055287672952
United Kingdom,2022-09-14,11421,60,9679174,83.69832457686661
United Kingdom,2022-09-15,11191,123,9690365,83.70198960127227
United Kingdom,2022-09-16,10914,148,9701279,85.24542244780054
United Kingdom,2022-09-17,11807,146,9713086,84.42375735730364
United Kingdom,2022-09-18,12728,190,9725814,82.73684454166934
United Kingdom,2022-09-19,11983,115,9737797,84.14955253584394
United Kingdom,2022-09-20,10985,162,9748782,83.6070668331438
United Kingdom,2022-09-21,11525,165,9760307,84.61690021666303
United Kingdom,2022-09-22,10656,60,9770963,82.50684330691952
United Kingdom,2022-09-23,9825,95,9780788,82.59026309236901
United Kingdom,2022-09-24,9543,63,9790331,83.43024901326066
United Kingdom,2022-09-25,7892,102,9798223,83.07436862732098
United Kingdom,2022-09-26,7844,57,9806067,81.9159111755138
United Kingdom,2022-09-27,8074,69,9814141,82.83971269699445
United Kingdom,2022-09-28,7416,52,9821557,84.36285324022795
